2023.11.30 18:25:54 INFO  Started: Metals version 1.1.0 in folders 'C:\dev\scala\Advent_of_code' for client Visual Studio Code 1.84.2.
2023.11.30 18:25:57 WARN  Build server is not auto-connectable.
2023.11.30 18:25:57 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:26:04 INFO  no build target found for C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala. Using presentation compiler with project's scala-library version: 3.3.1
2023.11.30 18:26:09 INFO  time: code lens generation in 11s
2023.11.30 18:28:21 WARN  no build target for: C:\dev\scala\Advent_of_code\src\test\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:28:21 WARN  Could not find semantic tokens for: file:///C:/dev/scala/Advent_of_code/src/test/scala/AdventOfCode2022/Day01.scala
2023.11.30 18:28:30 WARN  no build target for: C:\dev\scala\Advent_of_code\src\test\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:28:49 WARN  no build target for: C:\dev\scala\Advent_of_code\src\test\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:28:57 WARN  no build target for: C:\dev\scala\Advent_of_code\src\test\scala\AdventOfCode2022\Day01Tests.scala
2023.11.30 18:28:59 WARN  no build target for: C:\dev\scala\Advent_of_code\src\test\scala\AdventOfCode2022\Day01Tests.scala
2023.11.30 18:29:07 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:30:29 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:30:55 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:31:54 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:32:05 WARN  no build target for: C:\dev\scala\Advent_of_code\src\main\scala\AdventOfCode2022\Day01.scala
2023.11.30 18:32:40 WARN  no build target for: C:\dev\scala\Advent_of_code\build.sbt
2023.11.30 18:33:01 WARN  no build target for: C:\dev\scala\Advent_of_code\build.sbt
2023.11.30 18:33:05 INFO  running 'C:\Users\rogier\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin11-binaries\releases\download\jdk-11.0.21%252B9\OpenJDK11U-jdk_x64_windows_hotspot_11.0.21_9.zip\jdk-11.0.21+9\bin\java.exe -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar C:\Users\rogier\AppData\Local\Temp\metals6825897340897733219\sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'
2023.11.30 18:33:10 INFO  [info] welcome to sbt 1.9.7 (Eclipse Adoptium Java 11.0.21)
2023.11.30 18:33:14 INFO  [info] loading settings for project advent_of_code-build-build from metals.sbt ...
2023.11.30 18:33:15 INFO  [info] loading project definition from C:\dev\scala\Advent_of_code\project\project
2023.11.30 18:33:20 INFO  [info] loading settings for project advent_of_code-build from metals.sbt ...
2023.11.30 18:33:20 INFO  [info] loading project definition from C:\dev\scala\Advent_of_code\project
2023.11.30 18:33:26 INFO  [success] Generated .bloop\advent_of_code-build.json
2023.11.30 18:33:26 INFO  [success] Total time: 7 s, completed 30 Nov 2023, 18:33:27
2023.11.30 18:33:29 INFO  [info] loading settings for project root from build.sbt ...
2023.11.30 18:33:29 INFO  [info] set current project to Advent_of_code (in build file:/C:/dev/scala/Advent_of_code/)
2023.11.30 18:33:31 INFO  [success] Generated .bloop\root.json
2023.11.30 18:33:31 INFO  [success] Generated .bloop\root-test.json
2023.11.30 18:33:31 INFO  [success] Total time: 2 s, completed 30 Nov 2023, 18:33:31
2023.11.30 18:33:31 INFO  time: ran 'sbt bloopInstall' in 26s
2023.11.30 18:33:31 INFO  Attempting to connect to the build server...
2023.11.30 18:33:31 INFO  Bloop uses C:\Users\rogier\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin11-binaries\releases\download\jdk-11.0.21%252B9\OpenJDK11U-jdk_x64_windows_hotspot_11.0.21_9.zip\jdk-11.0.21+9 defined at C:\Users\rogier\.bloop\bloop.json
2023.11.30 18:33:34 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at C:\dev\scala\Advent_of_code\.metals\bsp.trace.json or C:\Users\rogier\AppData\Local\scalameta\metals\cache\bsp.trace.json
2023.11.30 18:33:34 INFO  Attempting to connect to the build server...
2023.11.30 18:33:34 INFO  Bloop uses C:\Users\rogier\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin11-binaries\releases\download\jdk-11.0.21%252B9\OpenJDK11U-jdk_x64_windows_hotspot_11.0.21_9.zip\jdk-11.0.21+9 defined at C:\Users\rogier\.bloop\bloop.json
2023.11.30 18:33:34 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at C:\dev\scala\Advent_of_code\project\.metals\bsp.trace.json or C:\Users\rogier\AppData\Local\scalameta\metals\cache\bsp.trace.json
2023.11.30 18:33:34 INFO  time: Connected to build server in 2.54s
2023.11.30 18:33:34 INFO  Connected to Build server: Bloop v1.5.11
2023.11.30 18:33:34 INFO  time: Imported build in 0.13s
2023.11.30 18:33:44 INFO  time: code lens generation in 4.57s
2023.11.30 18:33:45 INFO  time: code lens generation in 1.09s
2023.11.30 18:33:46 INFO  time: indexed workspace in 11s
2023.11.30 18:33:46 INFO  compiling root (1 scala source)
2023.11.30 18:33:47 INFO  compiling root-test (1 scala source)
2023.11.30 18:33:47 INFO  time: compiled root in 1.64s
2023.11.30 18:33:49 INFO  time: code lens generation in 1.76s
2023.11.30 18:33:49 INFO  time: code lens generation in 2.96s
2023.11.30 18:33:49 INFO  time: code lens generation in 1.29s
2023.11.30 18:33:49 INFO  time: compiled root-test in 2.32s
2023.11.30 18:33:55 INFO  skipping build import with status 'Dismissed'
2023.11.30 18:35:03 INFO  compiling root-test (1 scala source)
2023.11.30 18:35:04 INFO  time: compiled root-test in 1.44s
2023.11.30 18:36:07 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:09 INFO  time: compiled root-test in 1.3s
2023.11.30 18:36:15 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:17 INFO  time: compiled root-test in 1.33s
2023.11.30 18:36:17 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:18 INFO  time: compiled root-test in 1.22s
2023.11.30 18:36:18 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:18 INFO  time: compiled root-test in 0.53s
2023.11.30 18:36:46 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:46 INFO  time: compiled root-test in 0.47s
2023.11.30 18:36:48 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:48 INFO  time: compiled root-test in 0.36s
2023.11.30 18:36:55 INFO  compiling root-test (1 scala source)
2023.11.30 18:36:55 INFO  time: compiled root-test in 0.36s
2023.11.30 18:37:32 INFO  compiling root-test (1 scala source)
2023.11.30 18:37:32 INFO  time: compiled root-test in 0.38s
Nov 30, 2023 6:38:44 PM org.eclipse.lsp4j.jsonrpc.RemoteEndpoint handleCancellation
WARNING: Unmatched cancel notification for request id 371
2023.11.30 18:39:08 INFO  running 'C:\Users\rogier\AppData\Local\Coursier\cache\arc\https\github.com\adoptium\temurin11-binaries\releases\download\jdk-11.0.21%252B9\OpenJDK11U-jdk_x64_windows_hotspot_11.0.21_9.zip\jdk-11.0.21+9\bin\java.exe -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar C:\Users\rogier\AppData\Local\Temp\metals12132141078700985987\sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'
2023.11.30 18:39:12 INFO  [info] welcome to sbt 1.9.7 (Eclipse Adoptium Java 11.0.21)
